"Nombre de Cuenta", "Número de Cuenta", "Razon Social", "Nombre Comercial", "RUT", "GR", "Miembro de", "Tipo", "Página web", "EMAIL Principal", "Teléfono Principal", "Facturación Anual", "Celular", "Email (Alternativo)", "Teléfono Secundario", "Fecha Creación Empresa", "Aniversario", "Rubro", "Cantidad Empleados", "Sub Grupo de Actividad", "Modificado por", "Grupo de Actividad", "Exportador?", "Importador?", "RUT anterior", "Interviene DOCUMENTOS", "Empresa Familiar", "Socio CEF", "Fecha de Creación", "Asignado a", "Fuente", "No Enviar Email", "Responsable Pagos", "Fecha de Modificación", "Región / Localidad", "Dirección (Factura)", "Dirección (Envío)", "Ciudad (Factura)", "Ciudad (Envío)", "Código Postal (Factura)", "Código Postal (Envío)", "País (Factura)", "País (Envío)", "Departamento (Factura)", "Departamento (Envío)", "Descripción", "Número único", "Tipo de socio", "Estado"
"DON RUFINO","ACC2275","DON RUFINO SRL","DON RUFINO","080180040012","0","","Empresas Socias Directas","","grmoizo@adinet.com.uy","23233676","0.00000000","","","","","","Procesamiento y conservación de alimentos - bebidas y tabaco","Mediana (20 a 99)","2","admin","1. Procesamiento y conservación de alimentos, bebidas y tabaco","0","0","0","1","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:38","Montevideo","","","","","","","Uruguay","Uruguay","Montevideo","Montevideo","L. Viana","080180040012","TS02","VIG"
"DONMARIO","ACC2276","DONMARIO SA","DONMARIO","210350600015","0","","Empresas Socias Directas","www.donmario.com.uy","alfombrasdonmario@vera.com.uy","24874871","0.00000000","","","","","","Textiles - vestimentas - cuero y calzado","Pequeña (5 a 19)","1","admin","10. Comercio en general","0","0","0","0","1","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:38","Montevideo","","","","","","","Uruguay","Uruguay","Montevideo","Montevideo","L. Viana","210350600015","TS02","SOLIC-BAJA"
"DRAMAR","ACC2277","DRAMAR SA","DRAMAR","214556560011","0","","Empresas Socias Directas","","alberto@dramar.uy","24110000","0.00000000","","","","","","Vigilancia-Limpieza","Grande (más 99)","7","admin","19. Servicios profesionales, técnicos, especializados y aquellos no incluidos en otros grupos","0","0","0","0","1","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:38","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","214556560011","TS02","VIG"
"DREGHAL","ACC2278","DREGHAL SA","DREGHAL","210030860016","0","","","","ventas@dreghal.com.uy","29031616","0.00000000","","","","","","","Mediana (20 a 99)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:38","Montevideo","","","","","","","","Uruguay","","","","","",""
"DROGUERÍA URUGUAY","ACC2279","DROGUERÍA URUGUAY SA","DROGUERÍA URUGUAY","210275590011","0","","Empresas Socias Directas","www.dusa.com.uy","myrna.fiori@dusa.com.uy","24087505 Int 280","0.00000000","","","","","","Industria Farmacéutica","Grande (más 99)","13","admin","10. Comercio en general","0","0","0","0","1","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:38","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","210275590011","TS02","VIG"
"DURAGOM","ACC2280","DURAGOM SA","DURAGOM","216887200019","0","","Empresas Socias Directas","","daniel.duragom@gmail.com","25226890","0.00000000","93741972","","","","","Automotriz- Motocicletas – Autopartes","Micro (1 a 4)","5","admin","10. Comercio en general","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:38","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","216887200019","TS02","BAJ"
"Durlinco","ACC2281","Durlinco SA","Durlinco","211510480010","0","","","","cfierro@montevideo.com.uy","","0.00000000","94300326","","","","","","Pequeña (5 a 19)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","Canelones","","","","","","","","","","","D. Villar","","",""
"DURULTE ALIMENTOS","ACC2282","DURULTE SA","DURULTE ALIMENTOS","211432020010","0","","","","durulte@durulte.com.uy","25131111","0.00000000","","","","","","","Grande (más 99)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","Montevideo","","","","","","","","Uruguay","","","","","",""
"Dutra Negocios Rurales","ACC2283","DUTRA Hnos SRL","Dutra Negocios Rurales","213491650013","0","","","","","24021388","0.00000000","","","","","","","Micro (1 a 4)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","Montevideo","","","","","","","","Uruguay","","","","","",""
"Ebital","ACC2284","EBITAL SA","Ebital","215148800018","0","","","","jimenabaldomir@gmail.com","","0.00000000","604005","","","","","","Mediana (20 a 99)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","Montevideo","","","","","","","","","","","D. Villar","215148800018","",""
"Centro Interdisciplinario del Nordeste","ACC2285","ECHETO MEDINA SERGIO HAIBAR","Centro Interdisciplinario del Nordeste","215541210018","0","","Empresas Socias Directas","","prof.sergioecheto@gmail.com","22159297","0.00000000","","","","","","Servicios de Enseñanza","Pequeña (5 a 19)","6","admin","10. Comercio en general","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","215541210018","TS02","VIG"
"ECHEVARRIA LEUNDA Y ECHEVARRIA PETIT ABOGADOS","ACC2286","ECHEVARRIA LEUNDA Y ECHEVARRIA PETIT ABOGADOS SRL","ECHEVARRIA LEUNDA Y ECHEVARRIA PETIT ABOGADOS","215569130019","0","","Empresas Socias Directas","www.echevarriaabogados.com","estudio@echevarriaabogados.com","29014010","0.00000000","","","","","","Servicios Profesionales- Técnicos Especializados -Certificaciones","Pequeña (5 a 19)","","admin","","0","0","0","0","1","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","215569130019","TS01","VIG"
"Ecopisos","ACC2287","ECOPISOS SRL","Ecopisos","218644850014","0","","","","efcherro@hotmail.com","","0.00000000","98733009","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","","","","","","","","","Uruguay","","","D. Villar","","",""
"EDOLUR","ACC2288","EDOLUR SA","EDOLUR","213587710017","0","","Empresas Socias Directas","","edolursa@gmail.com","29170287","0.00000000","","edolur.ventas@adinet.com.uy","","","","Industria Frigorífica","Mediana (20 a 99)","","admin","3. Pesca","0","0","0","0","1","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","213587710017","TS02","SOLIC-BAJA"
"EFICE","ACC2289","EFICE SA","EFICE","210152640010","0","","","","aip@efice.uy","23472020","0.00000000","","","","","","","Grande (más 99)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","Montevideo","","","","","","","","","","","D. Villar","","",""
"EKIFOL","ACC2290","EKIFOL SA","EKIFOL","213880450015","0","","Empresas Socias Directas","www.ekifolsa.com","federico@ekifolsa.com","25149481","0.00000000","","gustavo@ekifolsa.com","","","","Textiles - vestimentas - cuero y calzado","Pequeña (5 a 19)","3","admin","5. Industrias del Cuero, Vestimenta y Calzado","0","0","0","0","1","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","213880450015","TS02","VIG"
"SI SI","ACC2291","EL HOGAR DE LAS MEDIAS SA","SI SI","210185650015","0","","Empresas Socias Directas","www.sisi.com.uy","contaduria@sisi.com.uy","29024879","0.00000000","","contaduria@grupoaxo.com","","","","Textiles - vestimentas - cuero y calzado","Grande (más 99)","1","admin","10. Comercio en general","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","Montevideo","","","","","","","","Uruguay","","","L. Viana","210185650015","TS01","VIG"
"EL PAIS","ACC2292","EL PAIS SA","EL PAIS","210148400019","0","","Empresas Socias Directas","","mira@elpais.com.uy","29023061","0.00000000","","","","","","Other","Grande (más 99)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","210148400019","TS02","VIG"
"EL PALENQUE","ACC2293","EL PALENQUE SA","EL PALENQUE","211155320015","0","","Empresas Socias Directas","","administracion@elpalenque.com.uy","29081182","0.00000000","","","","","","Hoteles Restaurantes- Bares - Entretenimiento","Pequeña (5 a 19)","","admin","","0","0","0","0","1","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","","211155320015","",""
"EL TIMBÓ","ACC2294","EL TIMBO LTDA","EL TIMBÓ","180114340018","0","","Socios Indirectos","","","45322777","0.00000000","","","","","","","Mediana (20 a 99)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","Soriano","","","","","","","","","","","","180114340018","",""
"STH CONSTRUCCIONES","ACC2295","ELDIR SA","STH CONSTRUCCIONES","213570660011","0","","Empresas Socias Directas","","","29164151","0.00000000","","","","","","","","","admin","","0","0","0","0","1","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","","","","","","","","","","","","","213570660011","",""
"ELECO","ACC2296","ELECO SA","ELECO","211110890017","0","","Empresas Socias Directas","www.eleco.com.uy","pinnella@eleco.com.uy","23046888","0.00000000","","","","","","Industria Farmacéutica","Mediana (20 a 99)","16","admin","10. Comercio en general","0","0","0","0","1","Socio","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:39","Montevideo","","","","","","","Uruguay","Uruguay","Montevideo","Montevideo","L. Viana","211110890017","TS02","VIG"
"ELECORP","ACC2297","ELECORP SRL","ELECORP","20520100012","0","","","","germanrobaina@ingenieriaelectronica.com.uy","","0.00000000","97317868","","","","","","Pequeña (5 a 19)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Canelones","","","","","","","","","","","D. Villar","","",""
"Electric-cal","ACC2298","Electric-cal Ltda","Electric-cal","0","0","","","","ricardopo@adinet.com.uy","","0.00000000","99152687","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Montevideo","","","","","","","","","","","D. Villar","","",""
"Electricidad MGA","ACC2299","Electricidad MGA SAS","Electricidad MGA","110438540011","0","","","","","","0.00000000","95333831","","","","","","Micro (1 a 4)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Canelones","","","","","","","","Uruguay","","","","","",""
"ELECTROFONIA","ACC2300","ELECTROFONIA SA","ELECTROFONIA","210623120011","0","","Empresas Socias Directas","www.electrofonia.com","caja@electrofonia.com","29244646 Int 121","0.00000000","","","","","","Tecnología-Telecomunicaciones- actividades conexas","Pequeña (5 a 19)","3","admin","8. Industria de productos metálicos, maquinarias y equipo","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","210623120011","TS02","VIG"
"ELECTROTECNIA NOVAS","ACC2301","ELECTROTECNIA NOVAS SA","ELECTROTECNIA NOVAS","211466150014","0","","Empresas Socias Directas","","","23597415","0.00000000","","","","","","","Mediana (20 a 99)","","admin","","0","0","0","0","1","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","","","","","","","","","Uruguay","","","","211466150014","TS02","BAJ"
"ELIZONDO Y CIA","ACC2302","ELIZONDO Y CIA SRL","ELIZONDO Y CIA","0","0","","","","j.e.elizondo@gmail.com","","0.00000000","99728986","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Paysandú","","","","","","","","","","","D. Villar","","",""
"GLOBAL SPORTS","ACC2303","ELTONIR SA","GLOBAL SPORTS","214468370016","0","","","","","27108828","0.00000000","","","","","","","Mediana (20 a 99)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Montevideo","","","","","","","","","","","","","",""
"EMEDICAL","ACC2304","EMEDICAL SA","EMEDICAL","212074270016","0","","Empresas Socias Directas","www.emedical.com.uy","adriana.romay@emedicalgroup.com","24095743","0.00000000","","","","","","Servicios de Salud y actividades conexas","Mediana (20 a 99)","16","admin","10. Comercio en general","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","212074270016","TS02","BAJ"
"EMILIO BENZO","ACC2305","EMILIO BENZO SA","EMILIO BENZO","210002600013","0","","","","","26827221","0.00000000","","","","","","","Mediana (20 a 99)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Montevideo","","","","","","","","Uruguay","","","","","",""
"ORGANIZACIÓN SALHÓN","ACC2306","EMPRESA SALHÓN SA","ORGANIZACIÓN SALHÓN","210118530011","0","","","","","25080606","0.00000000","","","","","","","Mediana (20 a 99)","","admin","","0","0","0","0","1","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Montevideo","","","","","","","","Uruguay","","","","210118530011","",""
"EMSA","ACC2307","EMSA SA","EMSA","210140810013","0","","Empresas Socias Directas","www.emsa.com.uy","jorgedeniz@emsa.com.uy","29160318 Int 12","0.00000000","","","","","","Tecnología-Telecomunicaciones- actividades conexas","Pequeña (5 a 19)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","210140810013","TS02","VIG"
"ENCATEX","ACC2308","ENCATEX SA","ENCATEX","210002500019","0","Accounts::::CICALTEX","Empresas Socias Directas","www.encatex.com.uy","mgonzalez@adinet.com.uy","25081830","0.00000000","","","","","","Textiles - vestimentas - cuero y calzado","Grande (más 99)","1","admin","10. Comercio en general","0","0","0","0","1","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Montevideo","","","","","","","","Uruguay","","","L. Viana","210002500019","TS02","VIG"
"Encore Partners","ACC2309","Encore Partners Ltd","Encore Partners","0","0","","","","jukka.isotalo@encorepartners.fi","","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Montevideo","","","","","","","","","","","D. Villar","","",""
"ENEKA","ACC2310","ENEKA SA","ENEKA","210122040015","0","","Empresas Socias Directas","www.eneka.com.uy","administracion@eneka.com.uy","29023010","0.00000000","","","","","","Tecnología-Telecomunicaciones- actividades conexas","Pequeña (5 a 19)","","admin","","0","0","0","0","1","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","210122040015","TS02","VIG"
"ENGRAW EXPORT & IMPORT CO","ACC2311","ENGRAW EXPORT & IMPORT CO SA","ENGRAW EXPORT & IMPORT CO","210000660019","0","","Empresas Socias Directas","www.engraw.com.uy","gplada@engraw.com.uy","26042499","0.00000000","95950395","","","","","Ganadería - Agricultura y Actividades Conexas","Grande (más 99)","1","admin","4. Industria Textil","1","0","0","1","1","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","210000660019","TS02","VIG"
"AGUERREBERE","ACC2312","ENRIQUE AGUERREBERE SA","AGUERREBERE","210001520016","0","","Empresas Socias Directas","","","26007787","0.00000000","","","","","","","Mediana (20 a 99)","","admin","","0","0","0","0","1","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Montevideo","","","","","","","","Uruguay","","","","210001520016","",""
"AUTOMOTORA FRANCESA","ACC2313","ENRIQUE PLACE Y CIA SRL","AUTOMOTORA FRANCESA","210115560017","0","","Empresas Socias Directas","","automotorafrancesa.uruguay@gmail.com","29241501","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","Montevideo","","","","","","","","","","","L.González","210115560017","TS02","BAJ"
"ENSOY","ACC2314","ENSOY SAS","ENSOY","170354080013","0","","","","a.ensoy@gmail.com","","0.00000000","94598340","","","","","","Micro (1 a 4)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:40","San José","","","","","","","","","","","D. Villar","","",""
"ENSUEÑO","ACC2315","ENSUEÑO SRL","ENSUEÑO","211072120019","0","","","","","29002997","0.00000000","","","","","","","Micro (1 a 4)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:41","Montevideo","","","","","","","","Uruguay","","","","","",""
"Mipais","ACC2316","ENTAL SA","Mipais","214533400018","0","","Empresas Socias Directas","","sistemas@adinet.com.uy","29090731","0.00000000","99072416","","","","","Tecnología-Telecomunicaciones- actividades conexas","Pequeña (5 a 19)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:41","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","214533400018","TS02","VIG"
"ENZUR","ACC2317","ENZUR SA","ENZUR","210816120013","0","","","","","23201221","0.00000000","","","","","","","Mediana (20 a 99)","","admin","","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:41","Montevideo","","","","","","","","Uruguay","","","","","",""
"EPICENTRO","ACC2318","EPICENTRO SA","EPICENTRO","211191930014","0","","Empresas Socias Directas","www.epicentro.uy","DIRECTORIO@EPICENTRO.COM.UY","22006225","0.00000000","","","","","","Productos Metalúrgicos-Maquinaria-Construcción","Mediana (20 a 99)","Residual","admin","10. Comercio en general","0","0","0","0","0","","2023-09-05 18:25:50","admin","IMPORT","0","","2026-04-17 12:33:41","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","211191930014","TS01","VIG"
